,0,1,2,3
0,-0.023829268291592598,-0.01311400905251503,0.06271027773618698,0.07591349631547928
1,0.1549939066171646,-0.008291557431221008,0.15775908529758453,0.1389629989862442
2,0.2971406877040863,0.02003939263522625,0.19891318678855896,0.19301849603652954
3,0.2966664135456085,0.01257351879030466,0.2538290023803711,0.18971720337867737
4,0.36678430438041687,0.01975603960454464,0.2763846516609192,0.2590599060058594
5,0.4879954159259796,0.030217327177524567,0.2609946131706238,0.38656869530677795
6,0.41421380639076233,0.20280243456363678,0.33433666825294495,0.3902798891067505
7,0.5148507952690125,0.3206048905849457,0.35073724389076233,0.5007328391075134
8,0.4744296967983246,0.38818150758743286,0.40132495760917664,0.5964037775993347
9,0.461482971906662,0.40313249826431274,0.49277183413505554,0.6183844804763794
10,0.5243443250656128,0.4637993276119232,0.5499219298362732,0.7126510739326477
11,0.5382608771324158,0.5211355686187744,0.5401459336280823,0.6211864352226257
12,0.6041406989097595,0.47238272428512573,0.6209582090377808,0.7197843194007874
13,0.6408534646034241,0.4286895990371704,0.5930399894714355,0.6994686126708984
14,0.5544574856758118,0.4489862024784088,0.6167142987251282,0.6714212894439697
15,0.5036503672599792,0.392716646194458,0.6482824683189392,0.5829150080680847
16,0.49257397651672363,0.3728739321231842,0.6561915278434753,0.6489030122756958
17,0.5940943360328674,0.43797171115875244,0.7549676895141602,0.7530072927474976
18,0.6243425607681274,0.4123387336730957,0.7373674511909485,0.6838757991790771
19,0.7223477363586426,0.4334111213684082,0.7752006649971008,0.5980383157730103
20,0.6343439221382141,0.4014708995819092,0.7079930901527405,0.586731493473053
21,0.5873066782951355,0.42380741238594055,0.6839943528175354,0.5287359952926636
22,0.5060461163520813,0.42771947383880615,0.5974403619766235,0.5425398945808411
23,0.4272172749042511,0.46738767623901367,0.5210457444190979,0.605660080909729
24,0.4393829107284546,0.590787947177887,0.49398893117904663,0.6155633330345154
25,0.5198433995246887,0.5653073787689209,0.4878215193748474,0.6578069925308228
26,0.631313145160675,0.6542218327522278,0.4969823658466339,0.709304690361023
27,0.6690829992294312,0.6265471577644348,0.4683113992214203,0.6269550323486328
28,0.741484522819519,0.540353000164032,0.5014495253562927,0.6491541862487793
29,0.656341016292572,0.5871039628982544,0.6085750460624695,0.7158194184303284
30,0.6321387887001038,0.5207472443580627,0.7118284702301025,0.7212772369384766
31,0.6597713828086853,0.5983455181121826,0.6814644932746887,0.6356081366539001
32,0.5838364362716675,0.6365771889686584,0.6478770971298218,0.7260463237762451
33,0.6419992446899414,0.7308979630470276,0.6832433342933655,0.6896101832389832
34,0.7018132209777832,0.6194977760314941,0.682699978351593,0.7702141404151917
35,0.6978186964988708,0.5459707379341125,0.6760347485542297,0.7701428532600403
36,0.6623094081878662,0.6377721428871155,0.6374688148498535,0.7161047458648682
37,0.657891035079956,0.5802565813064575,0.5995444059371948,0.6965112090110779
